,deterministic,surrogate_2,surrogate_1,surrogate_0
41,190652.1190963341,189574.31989122354,193034.98024684237,192328.22861190833
42,202103.08292011058,202610.00481105226,203375.40903589106,203800.62201587367
43,217312.1154650714,216993.10632914864,218987.67392100318,218983.55359683128
44,210973.56037704716,210947.70069143252,212359.7190432616,212665.15209159942
45,207391.3305433413,207602.32828163655,208661.6041927466,209086.81062903017
46,209912.22502540622,210377.33661591966,210893.92269167962,211618.9622229141
47,209895.64510088594,209623.0732992677,211675.08746539534,211573.85188714624
48,207511.2986590374,208515.30431436485,207977.77277317818,209232.9021247419
49,226976.66021325515,227036.18107158662,224596.91841687498,226328.44691127594
50,218310.5616283143,219887.85575315548,218283.20918259112,220037.19314105826
51,210816.16206709802,211006.41812610903,212021.4870825255,212513.4818272973
52,226367.74835764227,227977.85630995157,225518.45689120668,227677.11233743647
53,202376.1630489027,201774.6163536861,204438.27859335157,204050.04667223396
54,202508.80099640987,202303.5680917155,204107.2730041093,204199.30143369053
55,216202.66306268668,216606.94799593807,217345.86584276383,217887.98435579633
56,219910.16310670515,220526.48861223314,220735.33093653666,221608.68094488108
57,197040.9738924052,196538.5444132426,198894.43094143266,198728.50464511782
58,216758.53810519679,217745.1383122301,217238.0068238679,218470.05218103807
59,354718.69133548386,367573.35317715217,355433.0796462946,335185.5713986767
60,198377.00837580487,198059.23500040374,200114.45715666987,200067.50367488156
61,210740.16623475612,210661.04784432042,212217.44111040916,212425.32869145664
62,206884.7227808049,207044.58806764937,208106.04582245028,208581.77656818504
63,362762.8493830898,375520.4711206092,364955.4177320845,341988.29866240453
64,218129.79485414043,219435.77920723773,218328.0248663984,219849.03298707993
65,208901.1837851482,209332.6701499654,209939.2338455764,210601.73700409924
66,204087.24577216618,203340.29474177305,206317.0579925325,205754.89496681484
67,203907.95316992325,202078.29329523072,207005.42315259023,205553.02721026822
68,200490.35147516878,200347.65325154772,202236.28602275805,202174.71558504578
69,344325.28192302084,345423.5304567525,346354.0726304245,329393.82840889884
70,355014.91954998835,367999.8784810778,355744.02839104895,337330.7514135274
71,201289.8509121801,201469.81675746455,202529.59433081583,202990.94653324585
72,216970.562682037,217633.371306046,217785.30422471755,218666.3458558776
73,206934.5863461676,207607.86667275347,207701.61145336603,208645.64056182088
74,200536.61379586876,200194.5301908186,202205.72514641692,202225.98082650895
75,214858.95459644252,216125.7336453752,215087.45945789985,216580.85075542418
76,223466.46836212417,224747.34788687865,223680.8765988071,225141.90617451613
77,251839.8586538852,249659.84319197654,241803.05556863453,247020.60741719266
78,219862.65586201136,219489.26947946285,221581.2171577292,221532.75780094438
79,362762.8493830898,375520.4711206092,364955.4177320845,341988.29866240453
80,212301.70125345048,213378.47661859082,212804.8274919258,214015.60737904813
81,212955.392081969,214390.55292772257,213045.89434537193,214682.57725383484
82,240013.01283931558,235812.45511982887,233648.30324490851,235599.75240899465
83,509164.5513713266,548909.3580867182,509994.815817924,483873.23473070236
84,210036.62402401533,211123.22713930142,210518.01238092952,211754.28214222327
85,199511.88335217774,198992.37895051445,201437.30078108155,201190.56626390092
86,210220.72421422784,209813.2298353253,212017.8364363464,211895.85477042352
87,207901.77310124284,207998.3406395431,209224.42486779206,209592.7589344596
88,222096.0599629108,223445.6074958325,222247.5063161057,223766.3359561322
89,251839.8586538852,249659.84319197654,241803.05556863453,247020.60741719266
90,209257.32278107048,209104.67964321238,210761.0266885172,210943.9020907327
91,207239.33603093214,207184.63822612108,208694.3362389475,208929.60339086404
92,207826.7075659612,207101.40984132446,210064.90777280479,209488.77992108278
93,224997.30143301428,225657.79337002235,225595.73851245356,226582.132325677
94,217091.35219460522,217848.30344045657,217943.73907442574,218790.9415367312
95,202873.37396115818,203406.13384365957,203900.00263710626,204577.475446751
96,216040.11451201333,216552.22569405677,216959.7850044904,217738.66304656758
97,198261.54949791377,197098.48227798744,200783.3288600601,199928.88987537764
98,201955.302590633,201618.29676495076,203621.22733570816,203643.92042664048
99,220209.74065710057,220789.288742996,221134.2932462074,221901.62091602798
100,214666.177347532,216071.04980361497,214770.0448246098,216392.55394849868
101,210136.4084817808,210282.07891812804,211362.47330782347,211832.15118333691
102,219769.0017016047,220371.1893360509,220613.7318973023,221463.2302606227
103,225279.92673861538,226631.3101430332,225455.51755047316,226992.03753313396
104,195392.14694855816,194834.7469977245,197263.73293758632,197079.5947005886
105,207941.0323383966,206949.20658696955,210226.61116353213,209604.55950800847
106,191002.2291565686,190084.05651780005,193325.58851048522,192674.51487088687
107,218268.56133863097,218971.54926428455,219027.9769978008,219966.50959141966
108,206516.21914525982,207031.38105284015,207433.40710576877,208222.62559130997
109,211625.4172666568,212593.10752461728,212148.12902169296,213340.21721231792
110,219209.56661356232,220799.41349792818,219187.47339354124,220927.51180418354
111,216685.779488898,217680.00489904996,217188.44121187352,218396.66064072086
112,198426.963857204,198499.85279765853,199871.8548067577,200127.6214778534
113,206597.86672458606,206526.58939976624,208078.8250389038,208287.30741208652
114,221163.2337471469,222921.54918305145,220912.2210272526,222826.38119074717
115,241401.8449992458,233774.6063807042,235918.705353255,236749.13084554256
116,207745.99301561125,207588.06943994336,209369.2062864988,209427.15023037564
117,196184.83344696672,195153.34378166898,198605.58559337264,197855.71740631334
118,212706.02438315586,213950.87386030675,212961.9244583763,214427.3083815159
119,210931.40604876663,211604.20672954348,211711.98598412581,212640.90580141812
120,202759.62065012514,203477.9801849623,203602.5296839527,204470.10587787884
121,201319.87984725364,201335.80242490757,202943.1522756852,203009.8754637363
122,206724.22565690236,205918.49973633332,208826.1475620531,208397.45998230195
123,202432.70671941256,201612.42077375468,204718.49608137787,204096.5721673917
124,199254.7780531814,199235.86730526233,200688.36962631345,200951.26517757523
125,219124.54483177298,219300.5552144617,220357.8347351749,220808.80988954136
126,225644.38516595733,228271.90239017515,224694.82659890692,227384.2721226436
127,203204.37544730544,202776.0167457836,204950.81429253324,204892.73495543684
128,203114.9307909723,202607.2179950644,205025.42628152668,204795.62019622303
129,245191.7472234876,244976.60313011194,232073.7289025915,239945.47223801076
130,200511.2073184547,199961.57906684716,202508.30234546098,202192.16615457015
131,201996.1670584433,201507.30964698707,203921.88547877086,203677.04226218408
132,205387.7055970679,205263.31056742714,206927.1551071271,207078.16650549643
133,202759.62065012514,203477.9801849623,203602.5296839527,204470.10587787884
134,219705.2244150778,220366.64172300167,220596.8975384366,221389.07219211827
135,211538.06716925345,211868.5187418985,212639.7798650657,213233.70387596614
136,201319.87984725364,201335.80242490757,202943.1522756852,203009.8754637363
137,205146.53669080863,204531.21533074768,207168.3602497595,206822.74723541198
138,203783.8130763558,203452.97352927114,205522.37804464175,205467.9257585375
139,209223.21178721782,208332.56711128078,211453.7562207645,210888.36081234622
140,232583.7229859397,229918.6351030509,225793.43846954807,229054.8258456091
141,218289.16740232962,219055.7235493015,218999.47656008534,219988.14707366144
142,210783.46629702544,211737.35163243755,211345.2797335678,212498.69877472636
143,200816.29929673264,200529.9316828322,202488.62968203082,202502.85691808333
144,279318.9922608567,281881.7705578661,261194.10109496766,272861.86905106925
145,203704.2239125581,204057.26178304906,204914.73708467593,205404.851949052
146,200630.67749639717,201070.79930912238,201663.41042210924,202337.76267097052
147,212301.70125345048,213378.47661859082,212804.8274919258,214015.60737904813
148,254334.41175482405,248596.1284001532,244710.93844907027,248158.59362589545
149,217533.61386703933,219049.90309184697,217578.42279234226,219256.4783953514
150,217782.05694019893,217818.0411849574,219184.14653993802,219461.91092872713
151,210967.90684832752,212131.52818115044,211296.7887731135,212689.7911290647
152,202432.70671941256,201612.42077375468,204718.49608137787,204096.5721673917
153,209096.55777154956,208685.79456090776,210845.49358277576,210776.11886220574
154,212392.04870247986,214177.22907890796,212238.0046629115,214122.8130412014
155,217932.0649870424,218537.65722695505,218785.4959894577,219626.80411465315
156,202491.097218083,202547.21764670045,203862.13488669397,204186.8370919841
157,213019.2695327432,214042.1392002459,213475.52695430827,214732.87350667323
158,210260.76848026575,210803.31971474987,211476.16615435283,211949.53331763012
159,204640.89094720798,204839.01134522178,205894.08879337565,206338.50180097358
160,204290.42520590225,203893.3582283193,206063.91417441808,205973.3510078421
161,200283.21312580927,200527.28985684723,201643.18068304955,201982.44507161854
162,212202.3110295314,212514.10426678567,213286.51153804763,213899.94930289176
163,204412.34398805685,203579.01061103723,206602.1142361974,206077.16243894192
164,212353.76083591598,213034.05028607836,213114.79843199032,214061.7712217857
165,204536.26272720742,204451.81260277668,205995.9827667949,206227.30445593593
166,222832.38922353394,222967.2137814947,223241.4158866189,224010.27447592173
167,206456.8773167426,206573.8160963062,207999.87992534396,208141.8593287625
168,222864.3428876986,223156.11898885827,223986.03020793275,224541.81689655717
169,209912.22502540622,210377.33661591966,210893.92269167962,211618.9622229141
170,568480.2426454895,585937.5255019066,606862.4193056319,538575.4808542472
171,205218.3322410189,205214.0763928409,206678.336721819,206907.71005658625
172,200536.61379586876,200194.5301908186,202205.72514641692,202225.98082650895
173,204846.34067715803,205031.8826673671,206189.1359524246,206544.37122135062
174,207404.69328789285,207954.3133272628,208289.23724999075,209112.37241059644
175,274052.6482366,267448.2842144007,264272.9894144612,267488.4458732507
176,206839.9521332243,207578.16860755233,207638.5480176779,208549.5804032295
177,198458.5185776572,197866.0751285483,200467.74826458748,200137.98429001454
178,229102.16461151507,226651.74492939195,225796.64011420583,227214.65978296718
179,198863.72189060357,198330.48368701173,200975.16598451955,200541.33002746443
180,211219.4614918002,210930.60598464188,213019.3393430113,212892.7404380883
181,202675.0754596973,202878.64640691457,203848.3692096675,204378.4179361551
182,216932.4487068683,216772.46944004734,218464.7932257739,218607.00851830578
183,210928.49937868209,211910.45757620572,211416.57301362508,212648.00925371645
184,220417.74417811836,220559.86066807184,221672.1058338874,222100.03088315082
185,220593.8901379558,220440.0931970236,222101.57453039417,222269.49100752603
186,198114.58430094094,198093.11141625582,199504.6780560197,199817.49426793423
187,198725.29890707383,199615.33882594336,199481.54651192168,200444.92899096242
188,202139.44117349826,200987.68576005386,204563.75776208364,203805.8802302748
189,203222.14942418196,202897.4106397745,205035.32587927836,204900.25260908098
190,232583.7229859397,229918.6351030509,225793.43846954807,229054.8258456091
191,207171.7119987104,207226.55536366143,208656.65393822128,208859.41198470735
192,214032.90334612524,214591.98552375918,214930.58245634276,215736.24512020577
193,212122.74792799703,213127.09345090203,212575.97945871294,213841.13080662797
194,210498.83328191645,211363.6663690971,211087.1147209106,212215.37995141518
195,221393.44747521204,223209.72902285817,221131.40808889872,223125.14182900163
196,218737.4867874841,220041.0184339095,218946.61859871913,220456.337064977
197,220027.24072579315,220153.3267758547,221186.42574748694,221644.14030475175
198,205444.73306902635,206595.59901621696,205909.65772268677,207168.1856902874
199,217192.93448735724,217862.0389327684,217985.28299213276,218890.35884723382
