,deterministic,surrogate_1,surrogate_0,surrogate_2
49,220734.39116633168,221175.15262785897,219287.68422632368,221168.6094692748
50,219639.04716461702,220007.35191639146,218181.5443763387,219881.24716942714
51,388022.5465344492,407717.75473748625,420678.713943386,411796.71348262584
52,206224.51062796792,206776.5515371898,204640.04730783025,206886.35376879526
53,211777.61299863734,212703.1415472391,210120.3482877192,213237.09743053486
54,207147.00870983154,207466.12794486908,205624.96923613336,207291.64598757663
55,217752.15497917015,218002.47852610433,216273.86353768883,217714.64072976535
56,202796.73022700014,203193.40765285143,201246.34967211043,203118.04250723612
57,211795.47651715943,211578.45203850442,210422.77823400707,210775.54106823303
58,216828.97125627333,216844.83484910498,215404.6132048972,216284.66320042312
59,219908.1557285685,219662.13312298816,218568.62808504002,218788.55219041326
60,224721.51365708798,224283.43000574852,225814.79786430937,223263.69492511643
61,263852.023734531,252292.57930981542,265976.69175674254,258307.67176352208
62,209298.2659997312,209635.46039923705,207781.39180008392,209465.60971921604
63,210657.95677603336,211190.52142631996,209082.82785397593,211262.42977495267
64,217253.6612710119,217041.7574672112,215885.79217841913,216215.22618669568
65,208863.15402212727,209770.95649974438,207201.4082482118,210280.71614353318
66,291736.0528304791,289821.19722065737,297038.2064659586,288439.0110925645
67,217785.15353316764,217799.47046574007,216360.97065868642,217243.06826020265
68,212199.45723864273,212786.81890957925,210623.74059884387,212917.28608255976
69,210613.12794939178,211644.53518601187,208929.78975176287,212304.1939856337
70,219994.28121677967,220766.1538349018,220167.96582569578,222442.67857790797
71,212199.45723864273,212786.81890957925,210623.74059884387,212917.28608255976
72,210029.48473285517,210155.29458593094,208556.09215276747,209742.72551963947
73,212964.78601837423,212843.09256239468,211562.5484355,212124.5454433667
74,205428.1112957098,206023.03043898253,203838.01654825837,206177.09392037807
75,199143.0789646636,199689.24722984398,197553.44255960494,199818.3155526331
76,213216.1720337965,213342.59031274053,211761.07987100858,212923.11522474454
77,283464.5287866711,278203.3075659137,287069.2595615975,278617.0006172814
78,260145.1109359782,250773.07382024644,260585.07540152073,257728.55088339007
79,200942.92406433658,202045.46343772777,199227.3031373315,202847.18972793792
80,296190.7435018264,287231.55923880637,300674.71173188055,287547.0841320423
81,212859.630127983,213332.18465869757,211317.23852665507,213321.31831988692
82,223282.97460853436,223746.21377082122,227463.20245399207,230623.43530885965
83,201794.15091510204,202632.14891241209,200136.2444226792,203105.80014800967
84,274036.7338520095,270161.521067786,274562.04965835606,281661.3021728137
85,235918.59394296622,228178.04698366876,236116.59933225656,230218.49731377716
86,220745.05011083535,220965.83895267523,219286.24356480205,220652.68534054916
87,216876.2568889773,217599.9803375857,215291.98622272542,217864.95056618797
88,220767.58975738467,220484.71728230634,219414.28440915374,219579.1747262889
89,209452.25661614956,210652.86510986145,207730.03104290675,211510.61068246927
90,212995.1902434532,213415.74528624277,211463.61923923844,213348.0563083445
91,211929.40896920644,212137.98140999972,210440.3637315395,211832.26991029823
92,211913.25706155814,212063.43958953858,210449.792372407,211687.4987383154
93,210093.62011857063,210736.00326559696,208501.57913446907,210940.83326495747
94,215413.30389461777,216014.3572878654,213839.65515575715,216167.14205215522
95,207089.53815778188,207797.1068282327,205481.35488459974,208141.9194453251
96,204474.5936797799,205380.03614306625,202807.73523319524,205901.108000138
97,214943.97886072006,215298.08248176047,213430.16727003816,215137.57927889723
98,216927.5298918874,216933.4053687466,215506.80966729866,216361.16635786265
99,207089.53815778188,207797.1068282327,205481.35488459974,208141.9194453251
100,209825.01113429831,210113.7272826442,208315.12653145264,209891.60576809163
101,203564.62246441023,204077.70718394447,201995.23268217483,204160.08013431483
102,202000.9940354826,202876.53676909703,200328.97326107504,203372.83113670605
103,250665.49065358535,241108.80786950965,250928.1686553735,241941.92368853363
104,205571.97606990323,206638.61129320308,203866.5926163075,207356.05661875225
105,207544.48983949242,208958.96962251628,205759.7419122507,210057.0243305134
106,197448.71690882457,198765.61693030462,195658.37526771036,199785.75196952786
107,202979.8563603834,203742.16226217683,201339.41710987597,204091.85551927603
108,198926.1289845559,199988.69128107515,197198.8776950833,200703.9548967425
109,211386.8932076261,211897.8842521619,209824.00820765225,211935.1066644068
110,259383.7391539119,248173.6826967159,260624.7629818077,251333.23036390226
111,216828.97125627333,216844.83484910498,215404.6132048972,216284.66320042312
112,219994.28121677967,220766.1538349018,220167.96582569578,222442.67857790797
113,212371.26726148024,212794.0273011714,210832.33624489588,212721.02998148973
114,208980.79433263832,209473.341009153,207419.9903888597,209488.39516222046
115,195945.2099300981,196939.48168796417,194232.20184294117,197608.7758353149
116,216881.82829101523,217134.04412745428,215398.64187253392,216852.73061922262
117,219007.7676487581,219025.26802985062,217607.62276091176,218466.98577727797
118,285757.1183458748,276000.99267845054,286631.20309981314,282077.8731689403
119,221255.98161982553,221435.42320192588,219798.85389518028,221067.94407522716
120,208316.54496124643,208947.53467617126,206716.3487481335,209131.85856122902
121,205045.20980695554,205773.59646011755,203421.76727604208,206093.91706289028
122,201183.26856197265,201860.7220419064,199558.50757033084,202120.2047074574
123,202508.41837428912,203019.0734429709,200924.14146846818,203079.1399744798
124,202224.90227304635,203001.51691336103,200580.13046424638,203388.38489788247
125,207821.00701690058,208242.30138581648,206286.6409738217,208228.18954491607
126,207236.51284177628,207446.76760405907,205727.22414617377,207151.7720556187
127,206735.77565886453,207255.95276586703,205170.3567099746,207334.01242953926
128,211713.8166520339,212518.59181023823,210090.11030528406,212913.20296227562
129,196266.5568352647,197206.23218800017,194566.5526975303,197789.31837297545
130,214777.04470409823,214899.2086162251,213322.2312972197,214475.93030588946
131,195271.65501615676,196316.2093995376,193556.2328980481,197061.06652841732
132,211999.84730998322,212278.32107386197,210494.87082701837,212043.24504521818
133,201794.15091510204,202632.14891241209,200136.2444226792,203105.80014800967
134,210529.33197407483,210575.30352890753,209081.09239530342,210068.45890188764
135,207480.20371280977,208477.12240365602,205792.3586052404,209090.60416395153
136,214943.97886072006,215298.08248176047,213430.16727003816,215137.57927889723
137,250665.49065358535,241108.80786950965,250928.1686553735,241941.92368853363
138,218317.53067844373,218475.60034617997,216856.2012907619,218084.47829220945
139,196761.18226297377,197659.64204220154,195065.01421556014,198193.12271376565
140,202000.52633416167,202791.4362738012,200348.6174191698,203182.4225749444
141,220322.56793663558,220856.89049095215,218780.3880707815,220909.80274188984
142,205366.35110804328,205980.52925157128,203784.89708952146,206207.70091115162
143,196183.63141261425,196958.74162383832,194521.05524338153,197346.70279358703
144,217764.2964201984,217939.5839937237,216323.00276648838,217557.5259748174
145,346643.8589286748,358204.2002654942,386504.2500196946,344734.71508244314
146,200942.92406433658,202045.46343772777,199227.3031373315,202847.18972793792
147,194655.35508812193,195330.98069128674,193026.49738351052,195603.44317553012
148,208938.61378632125,209174.14968996678,207443.81977639563,208886.99532331765
149,218317.53067844373,218475.60034617997,216856.2012907619,218084.47829220945
150,195448.96023356574,196346.66716679867,193753.1760340478,196886.18748129008
151,207208.35124700554,207778.09127330512,205619.72020221906,207901.99157042315
152,209108.04556380797,209766.68670227798,207501.69190488182,209992.6951924709
153,215650.18602169654,215421.30257434945,214273.3801256008,214604.01878843608
154,214723.5439920774,214854.16705271183,213266.44896165823,214443.25924985984
155,217129.62378582422,217628.25361404865,215627.55532619165,217654.10881241376
156,220284.14854303782,220229.9382278883,218896.40572094484,219573.8848446064
157,208684.81397785593,209130.9983509758,207142.79443004896,209100.67190820118
158,201435.65815825312,202419.52161917044,199746.60095530978,203017.75024788792
159,199542.81122116433,201009.20991887094,197724.4409001059,202185.92975536807
160,209966.65473766337,210902.6113136239,208309.88988512807,211498.9431297091
161,255968.37900983603,250800.33019487467,255998.92009395274,262764.83316676016
162,215014.4224462004,215352.27872981742,213507.77853041474,215199.62445099978
163,220674.50404863016,220992.08378176368,219217.284131354,220809.00449377208
164,326484.68051468465,343712.2220248652,356513.22830722644,342183.74091021373
165,270317.50586304587,266729.5337022203,269618.20571806736,278585.62841914425
166,273610.23672408424,261681.07332200266,275693.8446828746,266945.30241151934
167,219493.66275560128,219832.92923667165,218004.92357867674,219640.43947339203
168,206962.1001745922,207420.67020236564,205400.88733633328,207414.75350892564
169,320502.5847808985,322289.62668212515,328829.1166490108,323451.79596307594
170,204279.01310724206,204879.723593502,202677.02673023893,205038.91818893552
171,201840.24247296125,202928.42845750233,200117.49897273976,203662.83861058526
172,214618.98706273682,215090.9528727809,213087.72516218238,215067.63874229966
173,222351.3211569484,222266.80927986468,220965.54350444756,221582.9423747334
174,225839.74317331967,223405.7189762844,226662.61903139704,222466.57778302516
175,191507.01518367042,192891.79158357967,189689.2460402639,194012.9466433647
176,207223.39622494232,207817.98870047013,205638.3923558757,207956.3333612387
177,277042.0087217636,268468.89771936904,279169.01928791986,271183.2200837997
178,212354.9108099596,213511.04252650717,210646.43594998054,214295.3053476973
179,359277.5547195842,366606.2337154832,391559.4773377179,358574.31270575256
180,219200.7043528148,217264.02239639475,220299.3652325953,216734.5680813063
181,197962.8444784918,199046.49147064396,196233.3358618146,199795.26816398127
182,204279.01310724206,204879.723593502,202677.02673023893,205038.91818893552
183,212622.5990598393,212739.61462923448,211159.44084497044,212324.90611140255
184,186681.39839587972,188597.61269762952,184746.22093427915,190469.8880165245
185,205773.1931185698,206210.3566338992,204212.5509259912,206174.9291067992
186,207690.74033343134,207839.4988055816,206204.24519353936,207474.44819976878
187,209795.2274676229,210043.30104162073,208300.0910053724,209772.92490312684
188,212382.6777489282,212608.830605115,210893.93780276325,212313.5262263601
189,240278.24810361362,234857.1742969588,242187.91543581156,241283.55111027247
190,201309.21708336193,202143.4146768719,199647.33242587477,202591.19768125025
191,206952.10699039808,207889.07370239397,205277.10984777554,208442.28604192496
192,216148.59696925356,216222.61339006224,214705.19328182295,215744.39773546637
193,211160.25909708466,211209.4570029049,209703.3308333993,210717.9490170034
194,211386.8932076261,211897.8842521619,209824.00820765225,211935.1066644068
195,207117.86919674708,207236.22541267492,205639.4598745117,206830.90469887713
196,215987.3941900846,216456.20319294394,214447.56076822468,216439.18371559383
197,201943.14349160664,202542.22385797242,200378.791800042,202774.45600705445
198,208172.22582247615,208945.41892164387,206539.8016379435,209309.83341806033
199,197448.71690882457,198765.61693030462,195658.37526771036,199785.75196952786
