,demand
2015-01-02 03:30:00,22.157833330000003
2015-01-02 04:00:00,21.689833330000003
2015-01-02 04:30:00,21.8665
2015-01-02 05:00:00,22.043166669999998
2015-01-02 05:30:00,23.086583335
2015-01-02 06:00:00,24.13
2015-01-02 06:30:00,25.29175
2015-01-02 07:00:00,26.4535
2015-01-02 07:30:00,27.512333335
2015-01-02 08:00:00,28.57116667
2015-01-02 08:30:00,29.8935
2015-01-02 09:00:00,31.215833330000002
2015-01-02 09:30:00,32.168416665
2015-01-02 10:00:00,33.121
2015-01-02 10:30:00,33.686
2015-01-02 11:00:00,34.251
2015-01-02 11:30:00,34.45625
2015-01-02 12:00:00,34.6615
2015-01-02 12:30:00,34.503166664999995
2015-01-02 13:00:00,34.34483333
2015-01-02 13:30:00,34.21983333
2015-01-02 14:00:00,34.09483333
2015-01-02 14:30:00,34.33725
2015-01-02 15:00:00,34.57966667
2015-01-02 15:30:00,35.71341667
2015-01-02 16:00:00,36.84716667
2015-01-02 16:30:00,38.825416669999996
2015-01-02 17:00:00,40.80366667
2015-01-02 17:30:00,40.974833335
2015-01-02 18:00:00,41.146
2015-01-02 18:30:00,40.657583335000005
2015-01-02 19:00:00,40.169166669999996
2015-01-02 19:30:00,39.003833335
2015-01-02 20:00:00,37.8385
2015-01-02 20:30:00,36.352666664999994
2015-01-02 21:00:00,34.86683333
2015-01-02 21:30:00,33.582666665
2015-01-02 22:00:00,32.2985
2015-01-02 22:30:00,30.963166665
2015-01-02 23:00:00,29.62783333
2015-01-02 23:30:00,28.11875
2015-01-03 00:00:00,26.60966667
2015-01-03 00:30:00,25.982333335
2015-01-03 01:00:00,25.355
2015-01-03 01:30:00,24.114583335
2015-01-03 02:00:00,22.874166669999997
2015-01-03 02:30:00,22.30541667
2015-01-03 03:00:00,21.736666669999998
2015-01-03 03:30:00,21.18475
2015-01-03 04:00:00,20.63283333
2015-01-03 04:30:00,20.55833333
2015-01-03 05:00:00,20.483833330000003
2015-01-03 05:30:00,21.0695
2015-01-03 06:00:00,21.65516667
2015-01-03 06:30:00,23.31516667
2015-01-03 07:00:00,24.97516667
2015-01-03 07:30:00,26.37925
2015-01-03 08:00:00,27.78333333
2015-01-03 08:30:00,29.5555
2015-01-03 09:00:00,31.32766667
2015-01-03 09:30:00,33.043
2015-01-03 10:00:00,34.75833333
2015-01-03 10:30:00,35.64758333
2015-01-03 11:00:00,36.53683333
2015-01-03 11:30:00,36.957333330000004
2015-01-03 12:00:00,37.37783333
2015-01-03 12:30:00,37.136166665000005
2015-01-03 13:00:00,36.8945
2015-01-03 13:30:00,36.340583335000005
2015-01-03 14:00:00,35.786666669999995
2015-01-03 14:30:00,35.49266667
2015-01-03 15:00:00,35.19866667
2015-01-03 15:30:00,36.0435
2015-01-03 16:00:00,36.88833333
2015-01-03 16:30:00,38.72158333
2015-01-03 17:00:00,40.55483333
2015-01-03 17:30:00,40.87625
2015-01-03 18:00:00,41.19766667
2015-01-03 18:30:00,40.535083335
2015-01-03 19:00:00,39.8725
2015-01-03 19:30:00,38.682166665
2015-01-03 20:00:00,37.49183333
2015-01-03 20:30:00,36.210333330000005
2015-01-03 21:00:00,34.92883333
2015-01-03 21:30:00,33.34983333
2015-01-03 22:00:00,31.770833330000002
2015-01-03 22:30:00,30.63575
2015-01-03 23:00:00,29.500666669999998
2015-01-03 23:30:00,29.742583335
2015-01-04 00:00:00,29.9845
2015-01-04 00:30:00,28.086333335
2015-01-04 01:00:00,26.188166669999998
2015-01-04 01:30:00,25.0885
2015-01-04 02:00:00,23.988833330000002
2015-01-04 02:30:00,23.56125
2015-01-04 03:00:00,23.13366667
2015-01-04 03:30:00,22.46066667
2015-01-04 04:00:00,21.78766667
2015-01-04 04:30:00,21.516916669999997
2015-01-04 05:00:00,21.246166669999997
2015-01-04 05:30:00,21.412083335
2015-01-04 06:00:00,21.578
2015-01-04 06:30:00,22.15175
2015-01-04 07:00:00,22.7255
2015-01-04 07:30:00,23.763666665000002
2015-01-04 08:00:00,24.80183333
2015-01-04 08:30:00,26.502416665000002
2015-01-04 09:00:00,28.203
2015-01-04 09:30:00,30.072416665000002
2015-01-04 10:00:00,31.94183333
2015-01-04 10:30:00,33.134
2015-01-04 11:00:00,34.32616667
2015-01-04 11:30:00,35.071833335
2015-01-04 12:00:00,35.8175
2015-01-04 12:30:00,36.072083335
2015-01-04 13:00:00,36.32666667
2015-01-04 13:30:00,36.15991667
2015-01-04 14:00:00,35.99316667
2015-01-04 14:30:00,36.23116667
2015-01-04 15:00:00,36.46916667
2015-01-04 15:30:00,37.57366667
2015-01-04 16:00:00,38.678166669999996
2015-01-04 16:30:00,40.397083335000005
2015-01-04 17:00:00,42.116
2015-01-04 17:30:00,42.09575
2015-01-04 18:00:00,42.0755
2015-01-04 18:30:00,41.172583335000006
2015-01-04 19:00:00,40.26966667
2015-01-04 19:30:00,39.11666667
2015-01-04 20:00:00,37.96366667
2015-01-04 20:30:00,36.49975
2015-01-04 21:00:00,35.03583333
2015-01-04 21:30:00,33.15591666500001
2015-01-04 22:00:00,31.276
2015-01-04 22:30:00,29.717166665
2015-01-04 23:00:00,28.15833333
2015-01-04 23:30:00,29.75208333
2015-01-05 00:00:00,31.34583333
2015-01-05 00:30:00,31.14783333
2015-01-05 01:00:00,30.94983333
2015-01-05 01:30:00,30.25133333
2015-01-05 02:00:00,29.552833330000002
2015-01-05 02:30:00,29.275
2015-01-05 03:00:00,28.99716667
2015-01-05 03:30:00,28.372666669999997
2015-01-05 04:00:00,27.74816667
2015-01-05 04:30:00,27.91716667
2015-01-05 05:00:00,28.086166669999997
2015-01-05 05:30:00,30.17591667
2015-01-05 06:00:00,32.26566667
2015-01-05 06:30:00,35.89291667
2015-01-05 07:00:00,39.52016667
2015-01-05 07:30:00,42.136083335
2015-01-05 08:00:00,44.752
2015-01-05 08:30:00,45.7815
2015-01-05 09:00:00,46.811
2015-01-05 09:30:00,47.249
2015-01-05 10:00:00,47.687
2015-01-05 10:30:00,47.994
2015-01-05 11:00:00,48.301
2015-01-05 11:30:00,48.485333335
2015-01-05 12:00:00,48.66966667
2015-01-05 12:30:00,48.6845
2015-01-05 13:00:00,48.69933333
2015-01-05 13:30:00,48.58675
2015-01-05 14:00:00,48.474166669999995
2015-01-05 14:30:00,48.4855
2015-01-05 15:00:00,48.49683333
2015-01-05 15:30:00,49.365916665
2015-01-05 16:00:00,50.235
2015-01-05 16:30:00,51.387583335
2015-01-05 17:00:00,52.54016667
2015-01-05 17:30:00,52.41191667
2015-01-05 18:00:00,52.283666669999995
2015-01-05 18:30:00,51.88416667
2015-01-05 19:00:00,51.484666669999996
2015-01-05 19:30:00,50.06541667
2015-01-05 20:00:00,48.64616667
2015-01-05 20:30:00,46.80525
2015-01-05 21:00:00,44.96433333
2015-01-05 21:30:00,42.67283333
2015-01-05 22:00:00,40.381333330000004
2015-01-05 22:30:00,37.990083330000004
2015-01-05 23:00:00,35.59883333
2015-01-05 23:30:00,34.036666665
2015-01-06 00:00:00,32.4745
2015-01-06 00:30:00,32.187
2015-01-06 01:00:00,31.8995
2015-01-06 01:30:00,31.100083335
2015-01-06 02:00:00,30.30066667
2015-01-06 02:30:00,29.8635
2015-01-06 03:00:00,29.426333330000002
2015-01-06 03:30:00,28.915666665
2015-01-06 04:00:00,28.405
2015-01-06 04:30:00,28.40425
2015-01-06 05:00:00,28.4035
2015-01-06 05:30:00,30.448166665000002
2015-01-06 06:00:00,32.49283333
2015-01-06 06:30:00,36.242
2015-01-06 07:00:00,39.99116667
2015-01-06 07:30:00,42.51991667
2015-01-06 08:00:00,45.048666669999996
2015-01-06 08:30:00,45.733333335000005
2015-01-06 09:00:00,46.418
2015-01-06 09:30:00,46.823416664999996
2015-01-06 10:00:00,47.22883333
2015-01-06 10:30:00,47.28208333
2015-01-06 11:00:00,47.335333330000005
2015-01-06 11:30:00,47.35
2015-01-06 12:00:00,47.36466667
2015-01-06 12:30:00,47.215583335000005
2015-01-06 13:00:00,47.0665
2015-01-06 13:30:00,46.888166665
2015-01-06 14:00:00,46.70983333
2015-01-06 14:30:00,46.6525
2015-01-06 15:00:00,46.59516667
2015-01-06 15:30:00,47.52775
2015-01-06 16:00:00,48.460333330000005
2015-01-06 16:30:00,50.37225
2015-01-06 17:00:00,52.28416667
2015-01-06 17:30:00,52.325416669999996
2015-01-06 18:00:00,52.36666667
2015-01-06 18:30:00,52.09675
2015-01-06 19:00:00,51.82683333
2015-01-06 19:30:00,50.525916665
2015-01-06 20:00:00,49.225
2015-01-06 20:30:00,47.357
2015-01-06 21:00:00,45.489
2015-01-06 21:30:00,43.234333335
2015-01-06 22:00:00,40.97966667
2015-01-06 22:30:00,38.73575
2015-01-06 23:00:00,36.49183333
2015-01-06 23:30:00,34.75725
2015-01-07 00:00:00,33.02266667
2015-01-07 00:30:00,32.85825
2015-01-07 01:00:00,32.693833330000004
2015-01-07 01:30:00,31.9735
2015-01-07 02:00:00,31.25316667
2015-01-07 02:30:00,30.786583335
2015-01-07 03:00:00,30.32
2015-01-07 03:30:00,29.43275
2015-01-07 04:00:00,28.5455
2015-01-07 04:30:00,28.195416665
2015-01-07 05:00:00,27.845333330000003
2015-01-07 05:30:00,29.76425
2015-01-07 06:00:00,31.68316667
2015-01-07 06:30:00,35.90525
2015-01-07 07:00:00,40.12733333
2015-01-07 07:30:00,42.997416664999996
2015-01-07 08:00:00,45.8675
2015-01-07 08:30:00,46.321666664999995
2015-01-07 09:00:00,46.775833330000005
2015-01-07 09:30:00,47.295166664999996
2015-01-07 10:00:00,47.8145
2015-01-07 10:30:00,48.055416664999996
2015-01-07 11:00:00,48.29633333
2015-01-07 11:30:00,48.59625
2015-01-07 12:00:00,48.89616667
2015-01-07 12:30:00,48.85725
2015-01-07 13:00:00,48.81833333
2015-01-07 13:30:00,48.877
2015-01-07 14:00:00,48.935666669999996
2015-01-07 14:30:00,48.685833335000005
2015-01-07 15:00:00,48.436
2015-01-07 15:30:00,49.609916665
2015-01-07 16:00:00,50.78383333
2015-01-07 16:30:00,52.402416665
2015-01-07 17:00:00,54.021
2015-01-07 17:30:00,53.83375
2015-01-07 18:00:00,53.6465
2015-01-07 18:30:00,52.754083335000004
2015-01-07 19:00:00,51.86166667
2015-01-07 19:30:00,50.4735
2015-01-07 20:00:00,49.085333330000005
2015-01-07 20:30:00,47.16525
2015-01-07 21:00:00,45.245166669999996
2015-01-07 21:30:00,42.96525
2015-01-07 22:00:00,40.68533333
2015-01-07 22:30:00,38.49225
2015-01-07 23:00:00,36.29916667
2015-01-07 23:30:00,34.60775
2015-01-08 00:00:00,32.91633333
2015-01-08 00:30:00,32.40025
2015-01-08 01:00:00,31.88416667
2015-01-08 01:30:00,31.143
2015-01-08 02:00:00,30.401833330000002
2015-01-08 02:30:00,29.973916665
2015-01-08 03:00:00,29.546
2015-01-08 03:30:00,28.770583334999998
2015-01-08 04:00:00,27.99516667
2015-01-08 04:30:00,28.087
2015-01-08 05:00:00,28.17883333
2015-01-08 05:30:00,30.415
2015-01-08 06:00:00,32.65116667
2015-01-08 06:30:00,36.73066667
2015-01-08 07:00:00,40.81016667
2015-01-08 07:30:00,43.58866667
2015-01-08 08:00:00,46.367166669999996
2015-01-08 08:30:00,46.852
2015-01-08 09:00:00,47.336833330000005
2015-01-08 09:30:00,47.68475
2015-01-08 10:00:00,48.03266667
2015-01-08 10:30:00,47.914666669999995
2015-01-08 11:00:00,47.79666667
2015-01-08 11:30:00,47.65566667
2015-01-08 12:00:00,47.51466667
2015-01-08 12:30:00,47.187166669999996
2015-01-08 13:00:00,46.859666669999996
2015-01-08 13:30:00,46.57975
2015-01-08 14:00:00,46.29983333
2015-01-08 14:30:00,46.291
2015-01-08 15:00:00,46.282166669999995
2015-01-08 15:30:00,47.19275
2015-01-08 16:00:00,48.10333333
2015-01-08 16:30:00,50.07283333
2015-01-08 17:00:00,52.04233333
2015-01-08 17:30:00,52.172
2015-01-08 18:00:00,52.301666669999996
2015-01-08 18:30:00,51.8385
2015-01-08 19:00:00,51.375333330000004
2015-01-08 19:30:00,49.963416665
2015-01-08 20:00:00,48.5515
2015-01-08 20:30:00,46.6185
2015-01-08 21:00:00,44.6855
2015-01-08 21:30:00,42.534833335
2015-01-08 22:00:00,40.38416667
2015-01-08 22:30:00,38.418
2015-01-08 23:00:00,36.45183333
2015-01-08 23:30:00,34.55633333
2015-01-09 00:00:00,32.66083333
2015-01-09 00:30:00,32.404
2015-01-09 01:00:00,32.14716667
2015-01-09 01:30:00,31.448583335
2015-01-09 02:00:00,30.75
2015-01-09 02:30:00,30.1935
2015-01-09 03:00:00,29.637
2015-01-09 03:30:00,29.077083335
2015-01-09 04:00:00,28.517166669999998
2015-01-09 04:30:00,28.62
2015-01-09 05:00:00,28.72283333
2015-01-09 05:30:00,30.7565
2015-01-09 06:00:00,32.79016667
2015-01-09 06:30:00,36.766
2015-01-09 07:00:00,40.74183333
2015-01-09 07:30:00,43.23475
2015-01-09 08:00:00,45.72766667
2015-01-09 08:30:00,45.9095
2015-01-09 09:00:00,46.091333330000005
2015-01-09 09:30:00,46.200166665000005
2015-01-09 10:00:00,46.309
2015-01-09 10:30:00,46.196166665
2015-01-09 11:00:00,46.08333333
2015-01-09 11:30:00,46.11383333
2015-01-09 12:00:00,46.14433333
2015-01-09 12:30:00,46.226666664999996
2015-01-09 13:00:00,46.309
2015-01-09 13:30:00,46.328
2015-01-09 14:00:00,46.347
2015-01-09 14:30:00,46.139666665
2015-01-09 15:00:00,45.93233333
2015-01-09 15:30:00,47.039
2015-01-09 16:00:00,48.14566667
2015-01-09 16:30:00,49.599
2015-01-09 17:00:00,51.05233333
2015-01-09 17:30:00,51.037666664999996
2015-01-09 18:00:00,51.023
2015-01-09 18:30:00,50.043416664999995
2015-01-09 19:00:00,49.06383333
2015-01-09 19:30:00,47.553666664999994
2015-01-09 20:00:00,46.0435
2015-01-09 20:30:00,44.355666664999994
2015-01-09 21:00:00,42.66783333
2015-01-09 21:30:00,40.82683333
2015-01-09 22:00:00,38.98583333
2015-01-09 22:30:00,37.343416665
2015-01-09 23:00:00,35.701
2015-01-09 23:30:00,34.40325
2015-01-10 00:00:00,33.1055
2015-01-10 00:30:00,32.748833335
2015-01-10 01:00:00,32.39216667
2015-01-10 01:30:00,30.839
2015-01-10 02:00:00,29.285833330000003
2015-01-10 02:30:00,28.546416665000002
2015-01-10 03:00:00,27.807
2015-01-10 03:30:00,27.158416665
2015-01-10 04:00:00,26.509833330000003
2015-01-10 04:30:00,26.3915
2015-01-10 05:00:00,26.27316667
2015-01-10 05:30:00,26.87766667
2015-01-10 06:00:00,27.482166669999998
2015-01-10 06:30:00,29.450583335
2015-01-10 07:00:00,31.419
2015-01-10 07:30:00,33.290583335
2015-01-10 08:00:00,35.16216667
2015-01-10 08:30:00,36.843583335000005
2015-01-10 09:00:00,38.525
2015-01-10 09:30:00,39.61575
2015-01-10 10:00:00,40.7065
2015-01-10 10:30:00,41.286083335
2015-01-10 11:00:00,41.865666669999996
2015-01-10 11:30:00,42.06891667
2015-01-10 12:00:00,42.27216667
2015-01-10 12:30:00,42.01641667
2015-01-10 13:00:00,41.76066667
2015-01-10 13:30:00,41.42925
2015-01-10 14:00:00,41.09783333
2015-01-10 14:30:00,40.939333330000004
2015-01-10 15:00:00,40.78083333
2015-01-10 15:30:00,41.62075
2015-01-10 16:00:00,42.46066667
2015-01-10 16:30:00,44.708083335000005
2015-01-10 17:00:00,46.9555
2015-01-10 17:30:00,47.47525
2015-01-10 18:00:00,47.995
2015-01-10 18:30:00,47.09875
2015-01-10 19:00:00,46.2025
2015-01-10 19:30:00,44.602083335
2015-01-10 20:00:00,43.00166667
2015-01-10 20:30:00,41.767833335000006
2015-01-10 21:00:00,40.534
2015-01-10 21:30:00,39.16825
2015-01-10 22:00:00,37.8025
2015-01-10 22:30:00,36.576083335
2015-01-10 23:00:00,35.34966667
2015-01-10 23:30:00,34.24591667
2015-01-11 00:00:00,33.14216667
2015-01-11 00:30:00,32.9505
2015-01-11 01:00:00,32.75883333
2015-01-11 01:30:00,31.601
2015-01-11 02:00:00,30.44316667
2015-01-11 02:30:00,29.615083334999998
2015-01-11 03:00:00,28.787
2015-01-11 03:30:00,27.846916665000002
2015-01-11 04:00:00,26.90683333
2015-01-11 04:30:00,26.570083330000003
2015-01-11 05:00:00,26.23333333
2015-01-11 05:30:00,26.5225
2015-01-11 06:00:00,26.811666669999997
2015-01-11 06:30:00,27.947916669999998
2015-01-11 07:00:00,29.08416667
2015-01-11 07:30:00,30.4225
2015-01-11 08:00:00,31.76083333
2015-01-11 08:30:00,33.575916664999994
2015-01-11 09:00:00,35.391
2015-01-11 09:30:00,37.092416664999995
2015-01-11 10:00:00,38.79383333
2015-01-11 10:30:00,39.767
2015-01-11 11:00:00,40.74016667
2015-01-11 11:30:00,41.341833335000004
2015-01-11 12:00:00,41.9435
2015-01-11 12:30:00,42.3575
2015-01-11 13:00:00,42.7715
2015-01-11 13:30:00,42.8055
2015-01-11 14:00:00,42.8395
2015-01-11 14:30:00,42.922
2015-01-11 15:00:00,43.0045
2015-01-11 15:30:00,44.082416665
2015-01-11 16:00:00,45.16033333
2015-01-11 16:30:00,46.9105
2015-01-11 17:00:00,48.66066667
2015-01-11 17:30:00,48.576333335
2015-01-11 18:00:00,48.492
2015-01-11 18:30:00,47.478416665
2015-01-11 19:00:00,46.464833330000005
2015-01-11 19:30:00,45.25458333
2015-01-11 20:00:00,44.04433333
2015-01-11 20:30:00,42.523416665
2015-01-11 21:00:00,41.0025
2015-01-11 21:30:00,39.246166665
2015-01-11 22:00:00,37.48983333
2015-01-11 22:30:00,35.424583330000004
2015-01-11 23:00:00,33.35933333
2015-01-11 23:30:00,31.85483333
2015-01-12 00:00:00,30.35033333
2015-01-12 00:30:00,30.201583330000002
2015-01-12 01:00:00,30.052833330000002
2015-01-12 01:30:00,29.585583330000002
2015-01-12 02:00:00,29.118333330000002
2015-01-12 02:30:00,28.762833330000003
2015-01-12 03:00:00,28.40733333
2015-01-12 03:30:00,27.849166665000002
2015-01-12 04:00:00,27.291
2015-01-12 04:30:00,27.45175
2015-01-12 05:00:00,27.6125
2015-01-12 05:30:00,30.063083334999998
2015-01-12 06:00:00,32.51366667
2015-01-12 06:30:00,36.463
2015-01-12 07:00:00,40.41233333
2015-01-12 07:30:00,42.993416665
2015-01-12 08:00:00,45.5745
2015-01-12 08:30:00,45.96725
2015-01-12 09:00:00,46.36
2015-01-12 09:30:00,46.922333335000005
2015-01-12 10:00:00,47.484666669999996
2015-01-12 10:30:00,47.718333335
2015-01-12 11:00:00,47.952
2015-01-12 11:30:00,48.111416665
2015-01-12 12:00:00,48.27083333
2015-01-12 12:30:00,48.232416664999995
2015-01-12 13:00:00,48.194
2015-01-12 13:30:00,48.045083335
2015-01-12 14:00:00,47.89616667
2015-01-12 14:30:00,47.719833335000004
2015-01-12 15:00:00,47.5435
2015-01-12 15:30:00,48.569083335
2015-01-12 16:00:00,49.594666669999995
2015-01-12 16:30:00,51.40825
2015-01-12 17:00:00,53.22183333
2015-01-12 17:30:00,53.095666664999996
2015-01-12 18:00:00,52.9695
2015-01-12 18:30:00,52.149166664999996
2015-01-12 19:00:00,51.32883333
2015-01-12 19:30:00,49.852416665
2015-01-12 20:00:00,48.376
2015-01-12 20:30:00,46.552833335
2015-01-12 21:00:00,44.72966667
2015-01-12 21:30:00,42.42125
2015-01-12 22:00:00,40.11283333
2015-01-12 22:30:00,37.849416665
2015-01-12 23:00:00,35.586
2015-01-12 23:30:00,34.212833335000006
2015-01-13 00:00:00,32.83966667
2015-01-13 00:30:00,33.1955
2015-01-13 01:00:00,33.55133333
2015-01-13 01:30:00,33.01283333
2015-01-13 02:00:00,32.47433333
2015-01-13 02:30:00,32.152
2015-01-13 03:00:00,31.829666669999998
2015-01-13 03:30:00,31.307083334999998
2015-01-13 04:00:00,30.7845
2015-01-13 04:30:00,30.746083334999998
2015-01-13 05:00:00,30.70766667
2015-01-13 05:30:00,32.53775
2015-01-13 06:00:00,34.36783333
2015-01-13 06:30:00,38.67325
2015-01-13 07:00:00,42.978666669999996
2015-01-13 07:30:00,45.649833335000004
2015-01-13 08:00:00,48.321
2015-01-13 08:30:00,48.503833335
2015-01-13 09:00:00,48.68666667
2015-01-13 09:30:00,48.887333335
2015-01-13 10:00:00,49.088
2015-01-13 10:30:00,49.165083335000006
2015-01-13 11:00:00,49.242166669999996
2015-01-13 11:30:00,49.610583335
2015-01-13 12:00:00,49.979
2015-01-13 12:30:00,50.136833335000006
2015-01-13 13:00:00,50.29466667
2015-01-13 13:30:00,50.25275
2015-01-13 14:00:00,50.21083333
2015-01-13 14:30:00,50.031916665
2015-01-13 15:00:00,49.853
2015-01-13 15:30:00,50.716833335000004
2015-01-13 16:00:00,51.58066667
2015-01-13 16:30:00,53.38266667
2015-01-13 17:00:00,55.18466667
2015-01-13 17:30:00,55.168833334999995
2015-01-13 18:00:00,55.153
2015-01-13 18:30:00,54.727666665
2015-01-13 19:00:00,54.30233333
2015-01-13 19:30:00,53.003166664999995
2015-01-13 20:00:00,51.704
2015-01-13 20:30:00,49.943916664999996
2015-01-13 21:00:00,48.18383333
2015-01-13 21:30:00,45.98433333
2015-01-13 22:00:00,43.78483333
2015-01-13 22:30:00,41.56208333
2015-01-13 23:00:00,39.33933333
2015-01-13 23:30:00,37.622
2015-01-14 00:00:00,35.90466667
2015-01-14 00:30:00,35.73441667
2015-01-14 01:00:00,35.56416667
2015-01-14 01:30:00,34.64025
2015-01-14 02:00:00,33.716333330000005
2015-01-14 02:30:00,33.38825
2015-01-14 03:00:00,33.06016667
2015-01-14 03:30:00,32.488
2015-01-14 04:00:00,31.91583333
2015-01-14 04:30:00,31.984916665
2015-01-14 05:00:00,32.054
2015-01-14 05:30:00,34.172333335000005
2015-01-14 06:00:00,36.29066667
2015-01-14 06:30:00,40.38316667
2015-01-14 07:00:00,44.475666669999995
2015-01-14 07:30:00,47.20625
2015-01-14 08:00:00,49.93683333
2015-01-14 08:30:00,50.25883333
2015-01-14 09:00:00,50.580833330000004
2015-01-14 09:30:00,50.827166665
2015-01-14 10:00:00,51.0735
2015-01-14 10:30:00,50.900916665
2015-01-14 11:00:00,50.72833333
2015-01-14 11:30:00,50.7545
2015-01-14 12:00:00,50.78066667
2015-01-14 12:30:00,50.80275
2015-01-14 13:00:00,50.824833330000004
2015-01-14 13:30:00,50.82725
2015-01-14 14:00:00,50.82966667
2015-01-14 14:30:00,50.81875
2015-01-14 15:00:00,50.80783333
2015-01-14 15:30:00,51.954916665
2015-01-14 16:00:00,53.102
2015-01-14 16:30:00,54.7205
2015-01-14 17:00:00,56.339
2015-01-14 17:30:00,56.17
2015-01-14 18:00:00,56.001
2015-01-14 18:30:00,55.319083335
2015-01-14 19:00:00,54.63716667
2015-01-14 19:30:00,53.317083335
2015-01-14 20:00:00,51.997
2015-01-14 20:30:00,50.250666665000004
2015-01-14 21:00:00,48.50433333
2015-01-14 21:30:00,46.23158333
2015-01-14 22:00:00,43.958833330000004
2015-01-14 22:30:00,41.805166664999994
2015-01-14 23:00:00,39.6515
2015-01-14 23:30:00,37.45575
2015-01-15 00:00:00,35.26
2015-01-15 00:30:00,35.120666664999995
2015-01-15 01:00:00,34.98133333
2015-01-15 01:30:00,34.18333333
2015-01-15 02:00:00,33.38533333
2015-01-15 02:30:00,33.1175
2015-01-15 03:00:00,32.84966667
2015-01-15 03:30:00,32.10866667
2015-01-15 04:00:00,31.36766667
2015-01-15 04:30:00,31.425833335
2015-01-15 05:00:00,31.484
2015-01-15 05:30:00,33.58075
2015-01-15 06:00:00,35.6775
2015-01-15 06:30:00,39.569916664999994
2015-01-15 07:00:00,43.46233333
2015-01-15 07:30:00,46.024333330000005
2015-01-15 08:00:00,48.58633333
2015-01-15 08:30:00,48.929416665
2015-01-15 09:00:00,49.2725
2015-01-15 09:30:00,49.513
2015-01-15 10:00:00,49.7535
2015-01-15 10:30:00,49.838
2015-01-15 11:00:00,49.9225
2015-01-15 11:30:00,50.021416665
2015-01-15 12:00:00,50.12033333
2015-01-15 12:30:00,50.182083330000005
2015-01-15 13:00:00,50.24383333
2015-01-15 13:30:00,50.035416665
2015-01-15 14:00:00,49.827
2015-01-15 14:30:00,49.835166664999996
2015-01-15 15:00:00,49.84333333
2015-01-15 15:30:00,50.83825
2015-01-15 16:00:00,51.83316667
2015-01-15 16:30:00,53.962416669999996
2015-01-15 17:00:00,56.09166667
2015-01-15 17:30:00,56.346583335000005
2015-01-15 18:00:00,56.6015
2015-01-15 18:30:00,55.855
2015-01-15 19:00:00,55.1085
2015-01-15 19:30:00,53.791
2015-01-15 20:00:00,52.4735
2015-01-15 20:30:00,50.70225
2015-01-15 21:00:00,48.931
2015-01-15 21:30:00,46.533333335
2015-01-15 22:00:00,44.13566667
2015-01-15 22:30:00,41.89166667
2015-01-15 23:00:00,39.64766667
2015-01-15 23:30:00,37.89116667
2015-01-16 00:00:00,36.13466667
2015-01-16 00:30:00,35.92325
2015-01-16 01:00:00,35.711833330000005
2015-01-16 01:30:00,34.70658333
2015-01-16 02:00:00,33.701333330000004
2015-01-16 02:30:00,33.40833333
2015-01-16 03:00:00,33.11533333
2015-01-16 03:30:00,32.4445
2015-01-16 04:00:00,31.773666669999997
2015-01-16 04:30:00,31.81141667
2015-01-16 05:00:00,31.84916667
2015-01-16 05:30:00,34.0235
2015-01-16 06:00:00,36.19783333
2015-01-16 06:30:00,40.11533333
2015-01-16 07:00:00,44.03283333
2015-01-16 07:30:00,46.79583333
2015-01-16 08:00:00,49.55883333
2015-01-16 08:30:00,50.03833333
